section,item,text,ai_relevance_score,classification
5. TEMA: EŞLİK VE BENZERLİK,a),"Mevcut bilgisi dâhilinde geometrik dönüşümlerin (yansıma, öteleme, dönme) özel-",0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,b),İncelediği örnekler üzerinden dönüşümlerin özelliklerine ve şekillerin dönüşümler,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,c),Dönüşümlerin özellikleri ve şekillerin dönüşümler altındaki görüntüsüne ilişkin var-,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,d),Geometrik dönüşümlerle ilgili elde ettiği önermeleri konu ile ilgili başka çıkarımlar,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,a),İki üçgenin eş veya benzer olma koşullarına ilişkin varsayımlarda bulunur.,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,b),İncelediği örnekler üzerinden iki üçgenin eş veya benzer olma koşullarına ilişkin var-,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,c),İki üçgenin eş veya benzer olma koşullarına ilişkin varsayımları ile elde ettiği genel-,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,d),İki üçgenin eş veya benzer olma koşullarına dair elde ettiği önermelerin farklı ve,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,a),Bir üçgene benzer üçgenler oluştururken eşlik ve benzerlik deneyimlerini gözden,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,b),Deneyimlerine dayalı çıkarımlar yapar.,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,c),Bir üçgenden hareketle ona benzer üçgenler oluşturma ile ilgili ulaşılan çıkarımları,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,a),"Tales, Öklid ve Pisagor teoremlerine ilişkin farklı ispatları kullanır.",0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,b),Kullandığı matematiksel ispat ve teoremleri yeni durumlara uyarlayarak değerlen-,1,Medium AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,a),Problemin verilen ve istenenlerine ilişkin parçaları belirler.,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,b),"Problemde verilenler, istenenler ve gerekli işlemler arasındaki ilişkileri belirler.",0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,c),Problemin parçaları arasındaki ilişkileri problem bağlamına uygun olarak dönüştürür.,1,Medium AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,d),Problemin çözümünü gerçekleştirmek için stratejiler oluşturur.,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,e),Belirlediği stratejiyi çözüm için uygulayarak problemi çözer.,1,Medium AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,f),Problemin çözümünü kontrol eder.,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,g),"Problemin çözümü için geliştirdiği, kullandığı stratejilerdeki kısa yolları ve çözüme",0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,h),Ulaştığı çıkarımların geçerliliğini matematiksel örneklerle değerlendirir.,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,e),bu üçgene eş üçgenler üretilebilir.,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,e),"Öğrenme çıktıları; çalışma kâğıdı, açık uçlu sorular, proje ödevi ve performans görevi ile",0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,i),öğrencilere rehberlik edilmesi önemlidir. Öğrencilerin sundukları varsayımlarla,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,i),olarak ifade edilir. Elde edilen önermelerin de-,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,i),fark etmesi sağ-,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,i),süreç yönetilir. Öğrencilerden eşlik ve benzerlik,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,i),belirlenmesini hedefleyen öğrenme ortamları oluşturulur. Bu süreçte,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,e),çizerek benzer üçgen oluşturabilen öğrencilerin bu çıkarımlarından hareketle ifadelerine,0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,i),"yorumlamaları beklenir. Öğrencilere Tales, Öklid ile Pisagor teoremlerini,",0,Low AI Relevance
5. TEMA: EŞLİK VE BENZERLİK,r),kul-,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,a),"İki kategorik değişkenli veriye dayalı, istatistiksel araştırma gerektiren gerçek ya-",0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,b),Bağlam içerisinde iki kategorik değişken arasındaki ilişkililiğe odaklanan araştırma,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,c),İki kategorik değişkenli veri toplamak/elde etmek için plan yapar.,1,Medium AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,d),Araştırma sorusu bağlamında toplanan/elde edilen iki kategorik değişkenli verileri,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),araçlarından uygun olanı seçer.,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e),Araştırma sorusu bağlamında toplanan/elde edilen verileri belirlediği araçlarla ana-,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,f),İki kategorik değişkenli veri dağılımlarına dayalı istatistiksel araştırmadan hareketle,1,Medium AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,g),İki kategorik değişkenli veri dağılımlarına dayalı istatistiksel araştırmadan hareket-,1,Medium AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,a),Başkaları tarafından oluşturulan iki kategorik değişkenli verilerin ilişkililiğine dayalı,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,b),Başkaları tarafından oluşturulan iki kategorik değişkenli verilerin ilişkililiğine dayalı,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,c),Başkaları tarafından oluşturulan iki kategorik değişkenli verilerin ilişkililiğine dayalı,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e),ÖĞRENME-ÖĞRETME,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e),ÖĞRENME-ÖĞRETME,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),"belirlenip oluşturulması, verilerin toplanması ve analize hazır hâle getirilmesi beklenir",0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),uygun olanlar seçilir (MAB3). Uygun olan araçların belirlenmesinde araştırma,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),kul-,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,r),içermesi önemlidir. Bu,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),kullanabileceklerini bilmeleri ve bu kaynakları kullanırken nelere dikkat etmeleri gerekti-,0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),"arasında tutarlılık olup olmadığı; yanlı, yanlış veya eksik bilgilerin olup ol-",0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),"hareketle araştırma sorusu oluşturmaları,",0,Low AI Relevance
6. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),öğrencilere sunulur ve öğrencilerin bu durumlara iliş-,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,a),Bir olayın gerçekleşmesinin diğer bir olayın meydana gelmesine bağlı olduğu du-,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,b),Bir olayın gerçekleşmesinin diğer bir olayın meydana gelmesine bağlı olduğu ger-,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,c),Bir olayın gerçekleşmesinin diğer bir olayın meydana gelmesine bağlı olduğu ya da,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,d),Bir olayın gerçekleşmesinin diğer bir olayın meydana gelmesine bağlı olduğu ya da,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,a),Bayes teoreminin kullanıldığı gerçek yaşam durumlarına ilişkin mevcut bilgileri kul-,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,b),Mevcut bilgileri kullanarak Bayes teoremine dayalı hesaplama yapar.,1,Medium AI Relevance
7. TEMA: VERİDEN OLASILIĞA,c),Bayes teoreminin kullanıldığı gerçek yaşam durumlarına ilişkin ileriye yönelik yargı-,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,e),"Öğrenme çıktıları; çalışma kâğıdı, kontrol listesi, açık uçlu sorular ve performans görevi",0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,k),uygun olanı belirleyerek bu yaklaşıma uygun karar verebildik-,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,k),arasında,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,i),ve bağımlı olayları (hilesiz iki sayı küpü atıldığında küplerin üst yüzeylerine,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,i),içermesine dikkat edilir. Gerçek yaşam durumlarından seçilebilecek bağım-,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,i),"ilişkin tüm olası çıktıların ağaç şeması, tablo veya alan modeli gibi farklı temsiller kul-",1,Medium AI Relevance
7. TEMA: VERİDEN OLASILIĞA,i),öğrencilerin,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,i),gibi durum-,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,i),verilir. Gerçek yaşam durumlarına ilişkin elde edilen oranlar veya göreli sıklıklar;,0,Low AI Relevance
7. TEMA: VERİDEN OLASILIĞA,z),"algoritmasına, Enigma da kullanılan",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),KAVRAMSAL,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),Gerçek sayılarda fonksiyon olma şartları ile gerçek sayılarda tanımlı fonksiyonların,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),grafik ve,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Gerçek sayılarda tanımlı fonksiyonların grafik ve cebirsel temsillerini fonksiyon,2,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Karşılaştırmalarından hareketle gerçek sayılarda tanımlı fonksiyonların grafik ve,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),x2 şeklinde tanımlı karesel referans fonksiyonun nitel,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0)),0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),karesel fonksiyonların nitel özelliklerine ilişkin matematiksel muhakeme yapabilme,2,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),"Karesel referans fonksiyonun nitel özelliklerini (tanım kümesi, görüntü kümesi,",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),matematiksel temsilleri kullanarak belirler.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Karesel referans fonksiyonun nitel özellikleri ile matematiksel temsilleri arasındaki,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Karesel referans fonksiyonu grafik ve cebirsel temsili üzerinde yapılan işlemlerle,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Karesel referans fonksiyonun nitel özelliklerinden hareketle diğer karesel fonksi-,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),Varsayımlarına dayalı olarak karesel fonksiyonların nitel özelliklerine ilişkin örüntü-,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,l),geneller.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),Genellemelerinden elde ettiği önermeleri uygun sözel veya cebirsel dil ile sunar.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,h),Önermelerini grafiksel olarak doğrular veya cebirsel olarak ispatlar.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0) şeklinde tanımlı karekök referans fonksiyonun,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0)),0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),karekök fonksiyonlarının nitel özelliklerine ilişkin matematiksel muhakeme yapabilme,2,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),"Karekök referans fonksiyonun nitel özelliklerini (tanım kümesi, görüntü kümesi, işareti,",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),matematiksel temsilleri kullanarak belirler.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Karekök referans fonksiyonun nitel özellikleri ile matematiksel temsilleri arasındaki,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Karekök referans fonksiyonu grafik ve cebirsel temsili üzerinde yapılan işlemlerle diğer,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Karekök referans fonksiyonun nitel özelliklerinden hareketle diğer karekök fonksiyon-,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),Varsayımlarına dayalı olarak karekök fonksiyonlarının nitel özelliklerine ilişkin örüntüle-,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,l),geneller.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),Genellemelerinden elde ettiği önermeleri uygun sözel veya cebirsel dil ile sunar.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,h),Önermelerini grafiksel olarak doğrular veya cebirsel olarak ispatlar.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),nun nitel özellikleri ile bu fonksiyondan türetilen (g(x),0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),a   f(x,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),"Rasyonel referans fonksiyonun nitel özelliklerini (tanım kümesi, görüntü kümesi, işare-",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),matematiksel temsilleri kullanarak belirler.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Rasyonel referans fonksiyonun nitel özellikleri ile matematiksel temsilleri arasındaki,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Rasyonel referans fonksiyonu grafik ve cebirsel temsili üzerinde yapılan işlemlerle di-,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Rasyonel referans fonksiyonun nitel özelliklerinden hareketle diğer rasyonel fonksiyon-,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),Varsayımlarına dayalı olarak rasyonel fonksiyonların nitel özelliklerine ilişkin örüntüleri,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,l),geneller.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),Genellemelerinden elde ettiği önermeleri uygun sözel veya cebirsel dil ile sunar.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,h),Önermelerini grafiksel olarak doğrular veya cebirsel olarak ispatlar.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),Referans fonksiyonlar ve bunlardan türetilebilen fonksiyonlar üzerinden bir fonksiyo-,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Varsayımlarından yararlanıp farklı durumlarla ilgili örüntüleri listeleyerek referans,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Referans fonksiyonlar ve bunlardan türetilen fonksiyonların ters fonksiyonlarıyla ilişki-,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Referans fonksiyonlar ve bunlardan türetilen fonksiyonların ters fonksiyonlarına ait,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,a),Bu fonksiyonlarla ifade edilebilen denklem ve eşitsizliklere ilişkin matematiksel bile-,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),belirler.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,b),Bu fonksiyonlarla ifade edilebilen denklem ve eşitsizliklere ilişkin matematiksel bile-,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),Bu fonksiyonlarla ifade edilebilen denklem ve eşitsizliklerin problem bağlamındaki,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,d),Elde ettiği ve yorumladığı farklı temsillerden yararlanarak problemin çözümü için stra-,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),Belirlediği stratejiyi kullanır.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,f),Elde ettiği çözümü farklı yöntemleri kullanarak doğrular.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),Problemin olası çözüm stratejilerini gözden geçirir.,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,h),"Çıkarımlarının geçerliliğini sözel, cebirsel ve grafiksel argümanlarla değerlendirir.",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),x2,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),x,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),g(x),0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),"k, f -1(x)",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),94,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),yararlanıla-,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),analiz edilir. Bu analiz yapılırken  Tanım kümesindeki her bir gerçek sayının değer küme-,3,High AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),> f(y),0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),< f(y) dir. gibi önermeler fonksiyonların cebirsel veya grafik temsilleri kullanılarak,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),yer verilir. 1700 lü yıllara gelindiğinde matema-,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),bu tanımı daha formel hâle getirdiği belirtilir. Fonksiyon kavramının,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),0)),0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,r),"k (a, r, k",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),varsayım geliştirilirken fonksiyonun sıfırları (0 ve -4) ve grafiğinin simetrik olması dikkate,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),şeklinde tamkareye tamamlanarak grafik temsili dönüşümlerle elde edilir. Bu şekilde fonk-,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),fonksiyonun,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),3 iken f(x),0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"tamkare formuna dönüştürülmesine ilişkin yorumlar, varsayımlar",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),geliştirmede etkin şekilde kullanılır. Bu bağlamda Harizmi nin tamkareye tamamlama yöntemini,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),için x2   0 olduğundan x2 + a   a olur. Bu durumda,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),a olur. cebirsel,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,c),kullanma ve çarpanlara ayırma gibi matematiksel doğrulama yöntemlerini,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),kullanışlılık açısından değerlendirmeleri beklenir.,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),hangi aralıkta değer alır?,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),1,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,e),"problemleri, üretim-tüketim gibi bağlamlarda incelenir.",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"< g(x),",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"=, <, >, ,",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"g(x) gibi denklem ve eşitsizliklerin tanımlanması sağlanır (E3. 6, E3. 7). Burada kullanı-",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,l),dönüşüm yapı-,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),=,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),< 0 gibi eşit-,0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,p),"(m, k, p, n",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,g),"bağlı olarak gelirinin (Türk lirası) ve maliyetinin (Türk lirası) [0, ) nda tanımlı sı-",0,Low AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),=4x2 ve g (x) =18x fonksiyonları ile modellendiği durumda bu fonksiyonların grafik,1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,x),"g (x) eşitsizliğinin çözüm kümesi, [9/2, ) olarak belirlenir. Bu durumda",1,Medium AI Relevance
2. TEMA: NİCELİKLER VE DEĞİŞİMLER,i),kullanılır.,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",a),Verilen sayma problemindeki sayılacak nesneleri belirler.,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",b),Sayma problemlerinde yer alan nesneler arasındaki ilişkileri belirler.,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",c),Problem durumlarındaki sözel ifadeleri görsel temsillere dönüştürür.,1,Medium AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",d),Sayma problemlerindeki farklı durumlara uygun çözüm stratejisi oluşturur.,1,Medium AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",e),Seçtiği çözüm stratejisini kullanır.,1,Medium AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",f),Seçtiği çözüm stratejisini kontrol eder.,1,Medium AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",g),Sayma problemlerindeki olası çözüm stratejilerini gözden geçirir.,1,Medium AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",h),Sayma problemlerinde çözüme ulaştıran stratejilere yönelik çıkarımları değerlen-,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",a),Karşılaşılan problem durumlarındaki cebirsel ve fonksiyonel işlemlerin algoritmik,2,Medium AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",b),Ön bilgilerini kullanarak cebirsel ve fonksiyonel yapılar ile bu yapıların algoritma-,1,Medium AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),ve bu problemlerin çözümüne,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",e),102,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",d),oluşturabildikleri veya verilen algoritmayı çözümleye-,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",a),yaptıkları iş-,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),"yönelik görüşleri alınır. Bu süreç,",0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),"ele alınır. Daha karmaşık bir problem durumu, içerdiği sayma yöntemi bakımından",1,Medium AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",t),"hesapları, sırala-",0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),içermelidir. İçinde özdeş,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",k),"ve niceleyicileri (her,",0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),inceleme ve karekökle ifade edilmiş bir irrasyonel sayının yaklaşık değerini bulmada kul-,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",x),Öğrencilere algoritma oluşturmadaki ön bilgilerini kullanarak cebirsel ve fonksiyonel,1,Medium AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",d),bir çözüm üretmesi,1,Medium AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",d),oluşturmaları istenir. Bu ve bunun gibi örnekler üzerinden öğrencilerin olası,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",l),"cebri, çizge kuramı, en-",0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),üzerinden grup çalışmaları veya pro-,0,Low AI Relevance
"3. TEMA: SAYMA, ALGORİTMA VE BİLİŞİM",i),kullanılır.,0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,a),KAVRAMSAL,0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,a),Dik koordinat sisteminde iki nokta arasındaki uzaklık bağıntısı ve bir doğru parçasını,0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,b),Farklı örnekler üzerinden varsayımlarına yönelik örüntüleri geneller.,0,Low AI Relevance
5. TEMA: ANALİTİK İNCELEME,c),İki nokta arasındaki uzaklık bağıntısına ve bir doğru parçasını belli oranda bölen,0,Low AI Relevance
